"section_id","user_id","down_vote"
1564,5170,1
56855,586,1
3614,6331,1
17000,5694,1
448,6411,1
9957,6470,1
329,6331,1
74428,5118,1
98332,6321,1
74422,5938,1
28945,6453,1
44825,5170,1
2234,5572,1
1796,5298,1
28948,5535,1
1801,2770,1
84040,5636,1
84036,5572,1
32431,5938,1
1890,5298,1
46269,5946,1
2023,2770,1
2226,5680,1
78014,6331,1
482,6336,1
1771,5636,1
56969,586,1
46263,510,1
74427,6411,1
2230,5147,1
52565,5210,1
9668,5935,1
32445,5636,1
14401,6470,1
9939,6411,1
1812,5851,1
8899,5935,1
3140,475,1
29387,435,1
1770,6453,1
32443,5935,1
3594,435,1
473,5008,1
2104,5858,1
60379,2654,1
1885,3592,1
51897,6453,1
41524,5956,1
32423,5170,1
74424,435,1
68583,5956,1
537,5956,1
2225,6507,1
1605,5722,1
330,6336,1
18497,5851,1
1754,5876,1
2048,5956,1
2035,6346,1
81119,6453,1
1634,5851,1
47562,5503,1
67432,6428,1
28808,6013,1
8900,5851,1
16246,3592,1
66892,3592,1
46341,6507,1
97338,5551,1
1779,6346,1
98476,70788,1
1566,70788,1
17000,70650,1
98082,70761,1
1599,71111,1
46516,70678,1
83014,64783,1
75028,70732,1
84039,70739,1
40493,70739,1
20746,39234,1
13778,69841,1
554,70743,1
66891,70969,1
2067,70958,1
1566,69385,1
31618,39039,1
17000,69492,1
476,39034,1
1902,70929,1
34111,70652,1
52782,70734,1
2064,70751,1
526,69492,1
1198,68133,1
4073,39039,1
41530,39247,1
1809,39230,1
454,70682,1
73717,39247,1
104227,39232,1
2106,5703,1
475,2777,1
548,461,1
32437,69841,1
33890,6013,1
32443,5703,1
14425,2777,1
52568,6416,1
11662,3331,1
14660,6336,1
77422,2777,1
106716,461,1
84217,6416,1
547,1089,1
13140,488,1
32431,5552,1
2102,39247,1
1623,5551,1
52724,38905,1
98478,1656,1
84039,4340,1
75498,6321,1
52890,488,1
53489,70678,1
10216,39284,1
80729,70682,1
1761,39233,1
467,70929,1
74759,69841,1
1591,6346,1
33905,3592,1
67439,517,1
14079,70929,1
53134,71111,1
88732,69385,1
15286,70968,1
74441,643,1
15525,5833,1
75172,69385,1
18495,3682,1
462,6471,1
50190,6475,1
471,5971,1
3614,70760,1
460,5334,1
106238,425,1
74424,70921,1
43588,502,1
50186,5503,1
33881,6428,1
103892,464,1
1615,1540,1
99439,6363,1
77602,464,1
33901,1540,1
90642,5503,1
74415,6363,1
98463,6428,1
50183,70267,1
88730,509,1
50758,6416,1
33890,5805,1
2229,70031,1
13147,70757,1
82980,5118,1
1624,70918,1
56970,4340,1
103895,70757,1
1583,70697,1
50758,5833,1
1643,2654,1
60153,70923,1
10495,38905,1
77724,1866,1
67443,70697,1
1799,6507,1
74428,6507,1
1604,5833,1
1754,5446,1
2081,5971,1
44930,1866,1
84244,466,1
312,6507,1
98478,70786,1
91165,6453,1
544,5971,1
103893,2654,1
2100,70697,1
67676,38905,1
56971,5170,1
1523,2688,1
97957,6509,1
66897,6428,1
82980,4372,1
74546,5345,1
73717,70097,1
2027,422,1
1878,1713,1
106716,6331,1
1777,5612,1
42773,410,1
32774,1714,1
13457,425,1
90797,2688,1
98083,509,1
1564,6411,1
1796,5612,1
452,70638,1
1583,3554,1
67433,69841,1
66894,2787,1
89741,4340,1
1761,3554,1
11655,5943,1
66896,488,1
106567,6331,1
1583,5787,1
38524,70732,1
8446,69492,1
452,5621,1
74435,70969,1
1894,6340,1
97959,39230,1
28949,3700,1
3834,1829,1
60154,6416,1
11653,3700,1
106240,6507,1
2038,5680,1
56967,5943,1
1570,70644,1
9670,1296,1
1587,70638,1
52882,5694,1
3140,39235,1
28804,39039,1
98082,967,1
74432,4393,1
52882,515,1
67438,4393,1
56965,6507,1
106236,6321,1
3139,5694,1
2015,70955,1
537,5869,1
46425,5395,1
16494,5938,1
67433,1866,1
1560,6475,1
1814,70031,1
11663,70031,1
542,5938,1
2085,5939,1
1589,586,1
78034,70928,1
75172,410,1
2084,5609,1
1813,2963,1
66896,69919,1
77832,705,1
532,5298,1
68583,5345,1
97598,69919,1
98747,5609,1
71702,5118,1
9957,3806,1
106236,488,1
72517,2339,1
101051,705,1
460,3856,1
106536,475,1
11368,39285,1
534,5612,1
2112,70918,1
56851,61180,1
14660,6410,1
84221,475,1
4315,5858,1
13144,2841,1
1794,70929,1
74549,70918,1
86417,649,1
33724,5805,1
77605,5248,1
59941,2770,1
74427,39234,1
1740,1296,1
98329,2054,1
52722,1592,1
98331,1296,1
106731,4347,1
18497,1638,1
18758,3554,1
106714,4347,1
60043,5239,1
32425,70780,1
16747,5876,1
32773,1638,1
84218,2045,1
1809,2770,1
2024,70644,1
51263,6470,1
60153,798,1
56856,5205,1
2101,1638,1
28800,70098,1
67931,39247,1
11100,70650,1
532,538,1
81585,5498,1
46265,5205,1
2708,5635,1
9960,529,1
1784,5636,1
2033,5635,1
31618,2318,1
79678,70636,1
18238,6336,1
526,1558,1
1900,70973,1
82757,4372,1
2082,5498,1
103967,5239,1
30743,1140,1
66999,5939,1
80855,5239,1
83610,70086,1
84038,2703,1
1195,1140,1
14425,3149,1
543,2611,1
2042,1049,1
11368,66967,1
11654,3806,1
16999,70650,1
2083,3149,1
1889,5748,1
38405,70784,1
1609,61180,1
88869,2707,1
47072,61180,1
2109,70632,1
11663,529,1
83923,2707,1
2014,66967,1
52969,5970,1
1901,5819,1
90641,5151,1
60156,39036,1
67000,70736,1
2088,5636,1
11653,5819,1
41231,70969,1
2091,5151,1
1280,70762,1
2229,5193,1
28804,70958,1
57193,5298,1
52665,6340,1
77504,70761,1
1574,5898,1
14424,5748,1
446,5552,1
109016,5303,1
10239,3701,1
2028,70958,1
321,70918,1
9955,5210,1
1625,1047,1
2041,70923,1
1822,5303,1
33923,5210,1
2088,386,1
2060,467,1
82252,6501,1
47066,475,1
29387,2392,1
74428,1558,1
98332,70097,1
549,1558,1
527,6410,1
29833,5722,1
32434,5248,1
98332,3774,1
1615,5248,1
97961,70774,1
74433,478,1
50182,5248,1
11370,5348,1
2709,1972,1
88870,478,1
91165,5902,1
82373,5289,1
85660,39283,1
109049,70932,1
1626,3764,1
60380,70773,1
73614,70734,1
60849,39232,1
3594,5977,1
106718,1081,1
15284,70773,1
1802,417,1
97338,1321,1
459,70636,1
83810,3764,1
1557,1321,1
545,2849,1
89015,5970,1
2042,5535,1
14372,546,1
4074,4347,1
77603,475,1
53225,70755,1
74544,70647,1
2017,4347,1
84217,3370,1
109017,70755,1
74547,3370,1
1764,5503,1
106715,554,1
33890,5572,1
2083,517,1
38405,5902,1
1629,70755,1
52969,3370,1
83870,70647,1
52614,5086,1
1599,70636,1
28642,6340,1
46343,5572,1
67676,1777,1
38524,5055,1
3592,68133,1
109023,6410,1
8902,70636,1
2229,5942,1
52884,1281,1
107674,70757,1
463,5621,1
1542,997,1
1541,5446,1
32424,997,1
2078,70640,1
1882,413,1
56970,5446,1
82500,70640,1
1569,4972,1
1196,649,1
1779,1829,1
561,70652,1
33723,3757,1
2024,4972,1
106724,3207,1
83870,422,1
41519,5313,1
106703,5070,1
67003,1047,1
74549,69492,1
107775,2035,1
106449,5572,1
1599,70734,1
109070,1047,1
445,649,1
56854,649,1
77505,5422,1
77725,840,1
9958,3806,1
77335,70774,1
59938,2392,1
2101,1777,1
56852,6363,1
8898,586,1
67803,6411,1
109001,478,1
2104,6363,1
2231,2985,1
77332,1777,1
33893,69385,1
107395,2963,1
107775,3295,1
2048,5977,1
60156,5422,1
67433,6380,1
90337,586,1
554,5422,1
1797,70920,1
477,6363,1
74413,3209,1
106406,2849,1
74638,1592,1
67000,444,1
2081,69587,1
1634,69587,1
107505,1713,1
31484,5946,1
118968,413,1
99496,70773,1
2095,70753,1
109008,2035,1
1825,1069,1
50191,1069,1
2014,2035,1
86150,5210,1
547,527,1
2230,419,1
46262,2054,1
56856,70751,1
1808,3149,1
474,70743,1
80855,70928,1
106715,2054,1
16245,70971,1
8901,70782,1
2040,39033,1
106280,38906,1
1871,39034,1
2710,38906,1
107388,5694,1
32425,435,1
56855,70959,1
1545,538,1
3833,529,1
109073,70777,1
110740,70777,1
52880,5248,1
66897,1089,1
1898,5248,1
11349,1089,1
122357,70678,1
107278,70678,1
109053,70788,1
88732,2486,1
99039,64783,1
451,435,1
544,2794,1
52720,71111,1
1641,69587,1
83735,467,1
74838,70013,1
77330,5992,1
28950,70782,1
77422,1047,1
59937,5897,1
10777,5151,1
82248,70637,1
326,5897,1
83869,1104,1
50237,1104,1
1752,39284,1
104049,1104,1
67430,70931,1
50918,5992,1
32426,2985,1
108951,5571,1
98464,39033,1
2107,505,1
53135,69587,1
8396,6411,1
32431,5955,1
84222,5955,1
1899,5551,1
13146,3764,1
469,5796,1
46792,5955,1
32424,70786,1
1545,5345,1
1811,3331,1
57094,464,1
114545,2777,1
1645,5858,1
77334,466,1
111092,69841,1
130537,1017,1
146018,5937,1
74317,461,1
119978,1089,1
97599,464,1
13457,1017,1
52567,70929,1
1736,70678,1
10777,70956,1
133806,5551,1
77603,1638,1
52567,1714,1
131772,70956,1
41528,70682,1
145416,39233,1
1899,6471,1
1804,70732,1
82499,70968,1
83810,6471,1
106725,66967,1
109069,5733,1
1557,3682,1
66890,5422,1
1743,3682,1
88871,5170,1
2016,70267,1
116196,5422,1
109060,70972,1
108958,6475,1
46346,5833,1
1900,71111,1
11659,5733,1
103965,66967,1
106721,5170,1
16245,6428,1
50184,71111,1
68583,70267,1
130960,5498,1
128138,502,1
3137,3592,1
1802,70760,1
131775,412,1
57194,6428,1
33889,70267,1
107674,5498,1
10807,3592,1
122212,502,1
470,5334,1
1630,1714,1
1777,5503,1
83870,412,1
31487,444,1
52782,5805,1
32446,70097,1
133951,70754,1
106706,1540,1
107278,1866,1
107404,5971,1
13801,1411,1
9958,70918,1
60849,6507,1
146106,70697,1
52568,5147,1
145571,6453,1
1626,5635,1
137770,1411,1
14660,2654,1
1818,5971,1
1568,4340,1
1539,70787,1
56966,5787,1
128228,38905,1
128330,5971,1
33886,1082,1
57323,502,1
57095,39283,1
28642,70640,1
1571,5876,1
1872,2688,1
13146,70736,1
147385,1296,1
82035,5876,1
1609,5612,1
84040,554,1
33899,5943,1
109029,69841,1
113528,1296,1
28947,2611,1
83874,70759,1
84220,1540,1
90337,69841,1
132711,1296,1
78034,2611,1
481,6501,1
106281,70681,1
128334,5170,1
73620,406,1
106242,70267,1
1521,3554,1
60047,4340,1
74364,2787,1
56843,2486,1
104052,6416,1
147121,70759,1
84039,3774,1
109027,798,1
137780,5869,1
32450,39235,1
3363,39032,1
16246,6321,1
3595,39234,1
109073,70086,1
131893,39039,1
106721,1082,1
67440,509,1
52614,39032,1
2039,532,1
32436,798,1
108999,3370,1
104111,509,1
107416,509,1
131778,39232,1
545,5805,1
106323,6346,1
137886,6475,1
74418,6348,1
145369,70267,1
137768,70644,1
107416,5956,1
2708,509,1
103963,39282,1
131788,3554,1
81119,69919,1
83810,70928,1
1643,3757,1
11976,435,1
458,643,1
52888,5612,1
2073,61180,1
28798,5518,1
1539,70923,1
26797,38905,1
85659,6410,1
78372,5118,1
11663,2841,1
46343,70784,1
106703,475,1
131773,5935,1
1768,39037,1
1615,61180,1
9938,6410,1
474,5609,1
448,475,1
1556,3554,1
10807,39234,1
13459,5552,1
151895,586,1
149997,70644,1
82250,6013,1
15285,1714,1
552,2777,1
82500,5552,1
83612,705,1
1813,39285,1
77504,5966,1
88870,5205,1
74550,5876,1
31618,3350,1
1803,5205,1
557,2318,1
109024,5248,1
130456,6475,1
3596,70761,1
107403,70930,1
151292,70761,1
84222,2770,1
84217,65012,1
98604,6501,1
146805,70739,1
2015,5334,1
2587,70973,1
1580,5552,1
109071,3592,1
53136,5939,1
28950,2045,1
106582,70787,1
29534,69385,1
38632,3592,1
106238,2770,1
41521,70636,1
10216,554,1
137778,69385,1
32422,70636,1
106715,70958,1
74433,65986,1
2034,70736,1
78396,6331,1
130732,1829,1
13141,5008,1
151173,70932,1
1602,529,1
13169,1829,1
106716,798,1
1798,70932,1
73618,6331,1
67442,5869,1
147105,5635,1
47064,70632,1
104441,5869,1
1597,1936,1
50863,5298,1
1781,6509,1
104111,5395,1
109071,70761,1
103962,5621,1
146906,5498,1
11655,70958,1
3156,414,1
47064,1281,1
128337,6501,1
28946,5289,1
146027,2688,1
2234,5733,1
8446,5210,1
147009,5551,1
1790,70097,1
28800,5943,1
8397,510,1
15764,1411,1
465,70743,1
146107,5988,1
28801,510,1
47623,70774,1
52889,1411,1
132711,70774,1
8447,6410,1
2078,615,1
152014,3856,1
28799,5748,1
128338,5722,1
109005,1558,1
8646,70644,1
109046,70788,1
1897,1972,1
128228,5289,1
9668,39232,1
1759,39283,1
80730,70086,1
147192,5680,1
28800,70732,1
133542,3700,1
1800,3701,1
1736,5519,1
2104,5086,1
74422,5833,1
57190,1972,1
13142,1936,1
131897,70097,1
2036,1321,1
32449,461,1
74544,3700,1
540,3682,1
3364,5193,1
97599,5535,1
130500,1777,1
83760,1411,1
104480,5498,1
1615,5535,1
1556,70924,1
46430,5535,1
15286,70754,1
151067,475,1
109623,596,1
13456,70754,1
1816,6340,1
46510,554,1
83449,2849,1
57456,2841,1
51958,6346,1
1592,2654,1
77422,5988,1
97600,5503,1
47075,70753,1
109068,5722,1
106240,2654,1
1874,5902,1
90338,5942,1
80858,2707,1
104050,6321,1
2710,5977,1
38632,70636,1
109050,5748,1
46510,39282,1
52969,517,1
106718,419,1
33923,1081,1
46425,4972,1
138003,39039,1
133951,70968,1
52967,4972,1
1771,39039,1
109002,70762,1
47073,474,1
109034,70774,1
146102,413,1
78417,5134,1
13141,5313,1
112118,4393,1
47075,997,1
77196,1081,1
1627,70632,1
47069,2611,1
67435,1081,1
113959,2611,1
151231,1866,1
67429,464,1
84042,840,1
106240,5025,1
82250,5446,1
154088,412,1
152128,5025,1
108999,70734,1
13753,422,1
151292,464,1
133385,69919,1
74423,70930,1
329,70968,1
2068,2392,1
2075,1281,1
47070,70968,1
2069,5897,1
153226,6348,1
152984,546,1
1565,5851,1
41521,3806,1
2074,1281,1
33892,2392,1
108955,2035,1
3590,5858,1
1817,70774,1
1767,70678,1
114545,474,1
98477,39235,1
151067,1321,1
84037,3558,1
67429,474,1
1640,70678,1
1195,4972,1
103965,586,1
32433,586,1
119676,6013,1
52561,70972,1
33891,3207,1
151971,517,1
151170,2339,1
67443,5193,1
109043,70734,1
109043,5819,1
1746,3295,1
146111,5205,1
152064,6505,1
131779,39285,1
1556,3295,1
137886,1069,1
154996,1069,1
1198,5966,1
89741,1140,1
151979,39230,1
3597,1656,1
11976,1656,1
137769,515,1
109013,5210,1
46424,2318,1
130456,5946,1
35839,39247,1
151971,70753,1
111092,5946,1
52878,70958,1
10216,5313,1
1611,70098,1
74427,70753,1
151067,5313,1
137775,70697,1
97958,444,1
116197,5303,1
155959,5937,1
103963,5422,1
1598,417,1
46791,798,1
97958,70969,1
106239,417,1
33880,70969,1
46424,5722,1
82252,798,1
151225,5703,1
46264,538,1
103972,5151,1
155980,5193,1
1820,70755,1
1280,538,1
109033,5977,1
133805,70638,1
155957,5939,1
152075,474,1
74548,2849,1
1569,2486,1
137889,70928,1
109058,2486,1
157174,5086,1
52611,5086,1
145412,70678,1
109044,527,1
475,6380,1
155003,417,1
145416,70782,1
150493,70751,1
74431,70955,1
56857,1047,1
98462,70788,1
67676,70782,1
78020,5939,1
131779,39033,1
69010,70788,1
1629,546,1
41517,65986,1
52612,5348,1
52784,70775,1
20746,65986,1
1890,69587,1
104480,71111,1
2096,419,1
131033,5819,1
153499,2035,1
533,70931,1
119285,1047,1
83168,505,1
109070,546,1
52564,5898,1
77329,5313,1
130729,1540,1
145627,5694,1
11347,1540,1
448,5313,1
146809,1069,1
131034,70755,1
77723,65012,1
122624,70755,1
1758,65012,1
83873,515,1
56973,5946,1
107421,70928,1
109000,70755,1
15763,64783,1
109009,2486,1
109354,505,1
53134,70013,1
161300,3764,1
40273,5955,1
162587,70013,1
161858,5955,1
1806,70780,1
57066,535,1
160768,70786,1
