"section_id","user_id","down_vote"
109017,5151,1
103967,5796,1
68583,5151,1
158856,3764,1
1522,5796,1
111474,70786,1
109049,5070,1
89740,1714,1
155980,6507,1
147106,5787,1
150493,70267,1
160893,509,1
109055,5956,1
16268,1866,1
52567,38905,1
14662,70929,1
137775,5943,1
162959,3774,1
77723,3774,1
106242,5118,1
531,6428,1
130532,2654,1
107403,70732,1
137775,2777,1
32428,6453,1
41522,1296,1
82252,410,1
128336,643,1
1194,1638,1
51896,5518,1
3595,705,1
131772,643,1
122068,705,1
130456,39235,1
52722,39234,1
11346,38901,1
11349,6331,1
104315,6509,1
124424,70031,1
1199,5147,1
146102,5552,1
52970,70031,1
153667,5551,1
38524,1411,1
162957,70920,1
15764,5943,1
128135,70636,1
31486,1829,1
151169,1558,1
162137,1540,1
161429,3806,1
151170,3700,1
128142,70644,1
115739,5869,1
99422,39032,1
160520,3700,1
67436,3701,1
40492,6410,1
130540,39032,1
29387,615,1
73616,615,1
2113,66967,1
52971,70086,1
162137,70774,1
98747,39036,1
151972,39036,1
3595,65986,1
9161,39036,1
106703,3331,1
133809,3331,1
109022,3554,1
99422,5395,1
162956,5395,1
82391,5935,1
177096,39233,1
89740,6340,1
50237,6340,1
151173,5008,1
145413,5902,1
18497,529,1
165229,5621,1
155500,464,1
73622,529,1
77517,386,1
47070,5722,1
28945,5942,1
146100,2045,1
163156,6346,1
74425,6346,1
162764,5818,1
130664,474,1
97599,5748,1
130960,643,1
109073,643,1
43588,649,1
104254,70972,1
77328,5193,1
41521,5205,1
155071,3209,1
153514,5535,1
151175,1656,1
52886,997,1
32440,70652,1
151176,3331,1
185506,70681,1
109008,2841,1
77707,5954,1
74838,413,1
84038,5988,1
147385,3149,1
161300,425,1
46342,6505,1
109072,70930,1
30438,70743,1
82758,2794,1
77196,5703,1
98330,69385,1
176014,6501,1
162582,406,1
159232,5422,1
163779,6501,1
153290,5946,1
148018,461,1
183445,5971,1
46792,70921,1
32434,5289,1
67675,5210,1
80174,5298,1
109039,70736,1
137767,3295,1
133385,6346,1
60382,5858,1
82758,4347,1
74546,5298,1
109011,5086,1
67436,70955,1
103893,1777,1
122761,6013,1
106718,5446,1
109037,69385,1
138003,5086,1
74068,2849,1
56848,3350,1
50758,64783,1
77707,5289,1
145413,1713,1
106536,1047,1
103896,3350,1
128231,70780,1
133951,4347,1
109003,1972,1
130458,3774,1
131894,5966,1
109020,69919,1
162576,586,1
165087,535,1
183771,5298,1
51835,798,1
153501,1713,1
114469,1081,1
113394,5966,1
52784,5851,1
109040,5210,1
33895,3774,1
68461,70784,1
138001,70753,1
106705,39039,1
68461,4972,1
183735,70784,1
183768,39285,1
73622,39037,1
137776,510,1
153532,5503,1
161300,70784,1
183750,70931,1
41517,1540,1
85659,38906,1
151232,70754,1
153500,39036,1
146019,413,1
57065,413,1
155958,70086,1
40492,5572,1
82518,70775,1
176218,70743,1
153481,66967,1
52880,70775,1
109041,5680,1
155236,5572,1
72517,5303,1
106720,596,1
52882,5303,1
106449,69587,1
82268,2794,1
151170,70956,1
128333,5939,1
109016,4283,1
153499,1017,1
153590,4372,1
97600,70969,1
145365,5239,1
77335,70956,1
67444,70777,1
50556,5239,1
176015,3370,1
192630,70632,1
52888,1089,1
83870,2054,1
147213,425,1
152128,5946,1
104441,967,1
183410,2707,1
51263,2054,1
82490,5636,1
155708,5571,1
183749,5939,1
156736,70683,1
192973,70683,1
86417,5551,1
109049,70780,1
56968,1081,1
109056,5851,1
60152,70959,1
83760,70930,1
138001,70678,1
162420,1069,1
154999,5748,1
145571,61180,1
161429,3207,1
155165,5055,1
46340,5498,1
109010,5970,1
176018,2394,1
146200,5498,1
137779,5787,1
50556,70773,1
151169,69492,1
131186,3207,1
130664,70928,1
133042,70928,1
106730,5498,1
50182,5897,1
67433,475,1
73615,1069,1
183738,68133,1
73713,1104,1
163156,5055,1
46424,5134,1
131787,439,1
103891,439,1
185504,5248,1
155595,39230,1
52614,39230,1
151895,2392,1
176755,386,1
73618,70782,1
74436,5636,1
73622,39230,1
74414,3149,1
68461,70782,1
130677,467,1
154997,5134,1
165225,5422,1
195894,6507,1
196266,505,1
162139,70267,1
109018,505,1
52609,5956,1
178367,70640,1
85476,70267,1
195563,5334,1
77055,554,1
109026,70755,1
131035,5395,1
146202,39234,1
98082,70973,1
166844,5334,1
204244,6331,1
163576,6509,1
87283,5869,1
131788,3700,1
214138,39235,1
194179,6349,1
225467,70787,1
133154,5552,1
107405,3554,1
130598,5025,1
162575,5345,1
157832,39233,1
185507,68133,1
133951,1638,1
178473,5805,1
133807,5008,1
156392,39233,1
83895,1411,1
218553,39283,1
185503,6331,1
183720,70774,1
195481,70920,1
155072,39283,1
153418,39283,1
98475,3209,1
213608,70929,1
219823,3209,1
197111,5635,1
217956,5193,1
155689,2707,1
154486,6428,1
166366,6471,1
98892,6471,1
109002,3558,1
183750,1592,1
82268,5070,1
162135,997,1
106706,70972,1
131033,410,1
109007,529,1
195564,488,1
183723,529,1
218067,6321,1
152303,466,1
133809,70650,1
147009,3856,1
130500,461,1
98474,3149,1
106729,70924,1
196150,406,1
137778,61180,1
195564,2794,1
88730,5535,1
130731,461,1
82374,3806,1
162765,2054,1
128142,70759,1
195894,5422,1
202165,3806,1
147287,70759,1
98475,5422,1
77833,5942,1
146024,3806,1
74430,6349,1
195896,6013,1
128134,69385,1
82268,70918,1
82891,2849,1
119578,2849,1
156065,70918,1
151072,5446,1
185509,2849,1
133949,71111,1
147103,69919,1
157476,417,1
212862,5966,1
219824,1082,1
108954,6471,1
160994,2841,1
227755,69919,1
145627,6475,1
109009,70097,1
153516,649,1
191443,5902,1
200991,70097,1
151898,6475,1
89742,1558,1
107418,1714,1
197108,4347,1
131782,4347,1
215129,70753,1
131185,3558,1
195790,596,1
192624,3701,1
106724,2611,1
201555,5977,1
133418,70652,1
222173,70652,1
130459,5210,1
195896,5851,1
178367,5819,1
179940,38903,1
145410,840,1
90797,386,1
162136,1592,1
114469,70640,1
106236,5819,1
204449,39036,1
162584,5572,1
157219,70086,1
183428,840,1
224696,39285,1
192603,6453,1
106726,1540,1
227611,502,1
192797,39032,1
161299,5313,1
217846,502,1
165221,70682,1
81120,596,1
130455,3757,1
152985,39032,1
107421,596,1
163446,546,1
225607,5503,1
183736,66967,1
107442,3370,1
160641,3554,1
227569,474,1
185077,5942,1
150493,3774,1
78417,1866,1
165087,70931,1
107462,6340,1
122621,1321,1
183740,412,1
114545,5680,1
147106,5621,1
97338,65012,1
155250,5303,1
131788,70097,1
185001,5966,1
224608,70958,1
204243,70958,1
162574,649,1
230534,4340,1
155073,705,1
162578,5572,1
128334,2035,1
151234,649,1
122624,705,1
195790,70697,1
177756,5205,1
222173,6349,1
162588,5205,1
145410,39037,1
109001,70697,1
122620,2035,1
160638,39033,1
162759,39039,1
161299,6501,1
160763,39039,1
122624,5298,1
199714,1049,1
165224,6410,1
195552,5239,1
183673,554,1
165227,39033,1
151896,529,1
109069,1081,1
121785,2985,1
89160,69587,1
153510,1936,1
157476,39232,1
131897,2985,1
109234,517,1
113529,5571,1
97959,70013,1
131892,70697,1
157832,38903,1
227614,412,1
161991,2963,1
224608,4372,1
196265,1047,1
109011,4372,1
218551,5498,1
162764,2963,1
106725,2054,1
230509,70786,1
178365,419,1
133154,70786,1
106281,70678,1
145686,1069,1
212218,3856,1
109048,39032,1
106236,69492,1
163173,39039,1
131186,5970,1
155003,2394,1
154457,64783,1
202632,475,1
212216,515,1
165230,38906,1
128141,70031,1
196041,70638,1
222170,38901,1
230561,5055,1
177219,1069,1
224481,5787,1
122624,1281,1
130888,997,1
213014,70928,1
212209,2963,1
152855,70921,1
145414,5897,1
97338,5134,1
145366,70632,1
109047,5694,1
165225,5694,1
183720,70736,1
145516,70777,1
227945,5519,1
154500,475,1
154505,70777,1
195896,5955,1
212210,70928,1
155339,5955,1
103894,4393,1
196021,6380,1
119285,70647,1
157832,5248,1
199744,5992,1
131776,5070,1
194179,435,1
161577,5818,1
202598,5722,1
153281,5636,1
162585,798,1
222961,3764,1
221868,3764,1
192603,5942,1
160768,5151,1
177341,70773,1
177443,5151,1
227835,70632,1
215133,6411,1
212222,2392,1
204861,70959,1
133674,70959,1
185078,70782,1
227700,65986,1
195457,65986,1
218552,3207,1
213293,3149,1
106717,6380,1
131784,2688,1
145367,6507,1
145365,6507,1
146111,3774,1
154450,70782,1
231738,439,1
183739,5551,1
195481,39282,1
163172,39282,1
137773,70755,1
128229,70267,1
189938,70678,1
232129,5635,1
231724,4340,1
153281,38903,1
195216,70773,1
231737,6509,1
232627,509,1
232807,6509,1
230532,467,1
131787,5956,1
154500,1296,1
231663,70923,1
133420,70923,1
155960,6475,1
145414,70973,1
133951,6475,1
161568,5147,1
184057,410,1
227720,70921,1
237788,70921,1
195449,5943,1
183724,6013,1
227845,5422,1
192624,70732,1
228129,5248,1
213016,5988,1
178338,39233,1
183724,5935,1
230485,38901,1
162762,5025,1
191445,38905,1
152245,70972,1
202410,529,1
235996,615,1
236744,3331,1
128333,1829,1
120519,3856,1
151071,5733,1
230513,505,1
162759,527,1
231658,2794,1
195559,4340,1
130500,2703,1
242460,3209,1
236552,417,1
230494,5858,1
192586,6336,1
194636,5902,1
185508,3209,1
227801,1713,1
155956,6336,1
228145,2841,1
232617,5612,1
238762,39036,1
212862,1972,1
155005,6475,1
155339,3592,1
225360,461,1
227892,2045,1
194250,1777,1
219824,478,1
192610,5612,1
232337,461,1
240906,3701,1
130541,478,1
178142,70743,1
183756,3295,1
196266,70760,1
160995,70955,1
199710,5805,1
219823,6331,1
153226,464,1
185511,70955,1
113394,39234,1
152984,70759,1
220824,70761,1
192695,5787,1
146024,5748,1
155980,3806,1
195790,39235,1
161858,70762,1
151234,3558,1
150407,65986,1
196149,65986,1
147193,39032,1
151169,1829,1
227848,6501,1
227847,39032,1
177757,6471,1
237323,1829,1
230535,414,1
204261,2318,1
131034,70780,1
201965,3682,1
183736,502,1
202165,70652,1
225361,3682,1
176019,502,1
247272,70652,1
196153,1866,1
247402,5680,1
232625,38905,1
131892,5518,1
246868,69841,1
227836,70761,1
224282,1089,1
201179,5535,1
153517,5518,1
183745,5942,1
241050,70743,1
145687,70652,1
230562,70930,1
212401,5313,1
191446,70682,1
137890,5571,1
203049,3350,1
183516,64783,1
154449,70969,1
224857,70955,1
212715,466,1
231667,1714,1
236016,538,1
183768,71111,1
137775,5977,1
151176,69492,1
151069,5937,1
239120,5621,1
184057,70697,1
153513,3774,1
176631,2794,1
130731,3774,1
192619,1321,1
246447,72603,1
241957,4972,1
247322,70754,1
237870,5937,1
191447,6340,1
200741,70734,1
172149,39039,1
133417,6340,1
133811,39039,1
230510,70918,1
215127,1866,1
236743,70784,1
198188,6471,1
196296,70784,1
133042,2707,1
230534,70784,1
194109,2787,1
166366,2849,1
130599,70775,1
147385,70638,1
195790,532,1
162959,5298,1
130384,70013,1
195047,39282,1
247586,70956,1
156856,39033,1
145685,1069,1
176418,6410,1
197409,6470,1
215128,4347,1
131185,5897,1
138003,3856,1
236496,70774,1
231692,38906,1
217846,39283,1
247484,5694,1
161848,2339,1
153361,596,1
221417,1069,1
236020,5898,1
231950,5898,1
227836,406,1
246810,70638,1
231663,2963,1
155960,70788,1
198188,70031,1
236540,705,1
238313,70632,1
177757,5313,1
183516,5897,1
192611,65012,1
201394,5988,1
213972,425,1
178338,554,1
192629,5519,1
227703,6453,1
161299,5055,1
236084,6453,1
253314,5498,1
176015,6346,1
253314,6346,1
230495,71111,1
194042,5070,1
231688,5977,1
201542,6340,1
204041,6380,1
192601,2770,1
246445,2770,1
230492,5946,1
145370,967,1
222171,1104,1
177443,69492,1
213337,5955,1
231658,2339,1
247266,39232,1
162955,5210,1
232377,5796,1
224616,70751,1
230495,68133,1
194106,5498,1
183814,5498,1
257442,39247,1
176013,435,1
231950,69841,1
212412,69841,1
151169,69841,1
231973,70782,1
183763,70782,1
156062,6380,1
176218,6411,1
165221,3149,1
183753,386,1
254800,70682,1
247735,2486,1
153512,413,1
247042,6363,1
231673,5170,1
248349,5170,1
264503,798,1
192800,1082,1
219963,5938,1
227699,413,1
147010,554,1
230492,70632,1
204243,39230,1
192611,70773,1
224614,467,1
227943,5819,1
247482,510,1
192612,5395,1
258784,5395,1
218429,5869,1
155072,5551,1
194250,5635,1
264517,5147,1
266492,5147,1
247277,70755,1
227698,1936,1
246805,5943,1
241047,4340,1
266185,70644,1
227614,5345,1
253479,39233,1
232615,70921,1
153481,5943,1
197042,2688,1
212204,6507,1
236316,6346,1
258785,70640,1
195591,3757,1
272289,2054,1
264651,2688,1
254500,5988,1
265580,70929,1
162762,3558,1
233577,3558,1
232377,70681,1
270295,38905,1
214296,5609,1
267678,38905,1
264504,615,1
231619,502,1
157476,527,1
177756,1082,1
233806,1592,1
183729,5025,1
202177,3554,1
197559,5876,1
224480,1558,1
198530,69919,1
257417,3701,1
225361,649,1
220386,70647,1
254797,3331,1
176117,478,1
233705,2849,1
195896,2777,1
266103,505,1
266367,2849,1
213972,3592,1
247286,5970,1
272683,39036,1
212219,39235,1
192858,70918,1
230486,417,1
270297,70918,1
248464,5248,1
201544,417,1
270309,5193,1
204242,474,1
253322,70955,1
247484,5954,1
236609,474,1
271509,3209,1
155595,5680,1
277175,5151,1
201179,70762,1
258787,1777,1
195789,5902,1
254736,69385,1
160995,502,1
240901,6321,1
246802,510,1
212220,6321,1
271508,70751,1
277930,3295,1
254346,3764,1
236030,38903,1
212203,38903,1
212225,70929,1
253317,5334,1
267469,546,1
267681,39234,1
238318,798,1
232620,5971,1
155071,2318,1
272687,798,1
202822,39234,1
156619,2318,1
227682,5971,1
277811,798,1
192609,2318,1
253306,38906,1
236019,70920,1
158639,70682,1
247274,517,1
247077,70682,1
201178,6340,1
238756,2611,1
230536,6340,1
178366,70755,1
197113,5977,1
233705,1321,1
254799,66967,1
177079,1638,1
202394,466,1
198358,70955,1
192801,6501,1
271346,2787,1
236316,70787,1
272687,70753,1
162591,70788,1
212716,5680,1
266538,5193,1
156737,70753,1
177219,1047,1
236012,5942,1
227945,70777,1
257455,4972,1
272845,3295,1
253317,70013,1
195551,39234,1
267258,39032,1
194476,5289,1
204863,6416,1
161568,2318,1
277705,4393,1
204040,2318,1
217956,505,1
197408,39032,1
183757,6321,1
212209,70918,1
248359,705,1
185077,69492,1
165221,1829,1
247846,1017,1
240903,70787,1
162957,1017,1
235998,5519,1
247758,5303,1
196149,6331,1
267258,6331,1
247270,586,1
183750,38906,1
232711,5552,1
270930,5939,1
230511,1656,1
224344,38901,1
236495,5694,1
192602,3370,1
221567,3370,1
212208,39284,1
246921,488,1
231658,6505,1
232695,5833,1
192695,2035,1
283679,70031,1
218681,546,1
266532,6433,1
266542,70786,1
236143,5858,1
257463,70956,1
258777,39283,1
227774,70956,1
264652,6501,1
212204,6348,1
236167,5858,1
232806,39283,1
266518,39283,1
192632,466,1
192603,997,1
257443,70637,1
230494,5703,1
236543,1281,1
217956,412,1
247228,1281,1
284944,419,1
265577,5025,1
238417,596,1
277180,475,1
178362,5954,1
213338,425,1
192619,1049,1
272841,406,1
224281,5966,1
278115,2394,1
228330,425,1
195562,70775,1
236030,70928,1
231711,1540,1
254353,1713,1
192629,2985,1
266518,406,1
254736,4393,1
258799,70788,1
199897,69919,1
247286,478,1
284948,5210,1
246893,38906,1
270431,5210,1
258780,5898,1
247483,71111,1
268197,70921,1
227682,2770,1
183769,5621,1
220676,2963,1
285195,39033,1
219583,6380,1
283349,6348,1
277395,39232,1
284109,70013,1
247042,1104,1
185245,4372,1
253301,5955,1
264508,5118,1
227930,4372,1
238319,586,1
266024,5694,1
220559,6453,1
232338,5946,1
215127,5498,1
248303,70959,1
280382,70959,1
266541,5970,1
220385,5970,1
197042,70777,1
253318,5151,1
266533,70736,1
204244,5118,1
224613,538,1
276309,6470,1
195551,70773,1
198530,5796,1
277175,2963,1
240903,70683,1
265800,5170,1
198358,1069,1
264511,413,1
236015,6475,1
247276,1540,1
212222,70697,1
231670,1714,1
189938,39282,1
270295,3806,1
232338,3806,1
210757,5551,1
271203,4340,1
276451,70732,1
277034,70923,1
272848,2392,1
283291,1936,1
255171,70682,1
213016,1411,1
271510,643,1
293117,3757,1
280490,2688,1
265579,70644,1
192744,2054,1
270431,5988,1
292381,5008,1
246891,6346,1
277815,3558,1
293007,3554,1
270675,2787,1
238638,5876,1
266609,70755,1
236606,615,1
218067,1592,1
277034,70755,1
204261,1296,1
291274,615,1
227569,1296,1
264411,5070,1
284941,5503,1
270292,1296,1
238313,70267,1
192616,5805,1
291235,5733,1
231972,65012,1
283295,66967,1
257451,3592,1
303396,5956,1
224609,70683,1
212398,417,1
292427,5422,1
247230,70923,1
238317,5869,1
192586,70632,1
204261,70782,1
253300,509,1
231735,2794,1
241183,70921,1
230490,70644,1
232032,2794,1
194107,70921,1
232616,70959,1
254351,5070,1
248360,6336,1
257419,6336,1
238314,70761,1
201179,529,1
303450,5572,1
227777,5956,1
267929,3856,1
292429,649,1
258795,70918,1
280278,68133,1
299811,529,1
277183,1638,1
241047,410,1
266366,1638,1
283297,2841,1
196152,39036,1
227701,517,1
283366,5869,1
236543,474,1
292383,1936,1
247267,39235,1
192620,474,1
197110,70732,1
192696,1777,1
230510,5897,1
303445,70929,1
283704,70968,1
292498,70086,1
292834,70650,1
292387,70751,1
195449,6509,1
230532,70751,1
257452,5971,1
277702,6471,1
231617,3764,1
299656,4283,1
254499,3806,1
231739,1972,1
238319,474,1
232624,39232,1
257457,39234,1
291052,38901,1
195894,69385,1
302414,5898,1
227839,5551,1
254345,5303,1
231713,6349,1
271854,4972,1
236016,5942,1
292710,4972,1
254737,4340,1
293250,2787,1
235682,6340,1
305844,70682,1
195896,6340,1
283437,70761,1
218553,997,1
194399,69587,1
227717,70784,1
266542,70637,1
232804,5851,1
241185,70647,1
194556,419,1
246978,69492,1
192623,1656,1
303397,1656,1
232715,70652,1
291059,1656,1
267470,6410,1
271956,546,1
237631,5303,1
196155,70636,1
239361,70930,1
238312,1592,1
248697,505,1
270550,4393,1
284828,5694,1
283916,1081,1
257425,39234,1
284487,1714,1
231617,6348,1
270301,5937,1
277034,6433,1
292433,70958,1
291057,1017,1
248342,39036,1
257441,1829,1
272087,1829,1
291515,510,1
192602,5939,1
231687,1017,1
219452,6340,1
280486,515,1
246892,515,1
225123,70097,1
224857,2985,1
257413,70739,1
295443,5858,1
226481,1281,1
215128,70955,1
270423,70955,1
202178,1049,1
246892,5519,1
241185,5134,1
306202,5134,1
308223,70734,1
214466,406,1
198188,5966,1
247077,412,1
247847,5503,1
280275,5503,1
284943,5954,1
259094,70013,1
268197,70755,1
265943,3682,1
265866,70755,1
247078,5954,1
246891,70632,1
231692,705,1
248938,70780,1
236011,5635,1
283683,705,1
204244,5519,1
201182,70956,1
266540,39283,1
270193,5635,1
249182,419,1
283438,2985,1
218184,5535,1
230495,466,1
292426,464,1
254345,70932,1
230533,5289,1
308301,2318,1
277131,70786,1
292381,1540,1
283916,6501,1
277389,5205,1
268296,5313,1
265944,70968,1
309541,5210,1
229740,6410,1
269931,70921,1
236540,5552,1
305591,5552,1
257421,2339,1
222170,70958,1
240907,2339,1
285195,5348,1
231688,5535,1
295443,840,1
285450,70774,1
232694,70784,1
248698,39032,1
230535,70774,1
277249,5025,1
309656,840,1
219824,6348,1
254350,5055,1
292901,70930,1
303447,967,1
246868,5446,1
308559,39034,1
267258,2054,1
303739,5518,1
247285,5946,1
317602,4372,1
283849,532,1
294522,1829,1
317291,2963,1
236013,5970,1
236744,535,1
267289,5298,1
247735,5818,1
283297,5897,1
231738,444,1
231790,70971,1
237788,439,1
283377,70775,1
283363,70959,1
247268,386,1
240898,70652,1
231735,39247,1
322178,39230,1
266104,39230,1
317287,70683,1
236745,997,1
248347,535,1
236547,70647,1
306262,3207,1
283346,5938,1
291516,70773,1
246805,70632,1
272684,5551,1
266542,413,1
270193,70777,1
266538,413,1
241363,3774,1
236084,70031,1
291654,554,1
291062,5147,1
224344,70736,1
257458,1104,1
299359,5422,1
257422,1714,1
266538,39285,1
283363,70751,1
270302,70732,1
314172,5147,1
326276,5147,1
321176,70678,1
330086,1069,1
272842,1069,1
224857,3757,1
308223,5395,1
232616,3592,1
228206,70682,1
323183,64783,1
277182,466,1
270194,2054,1
246949,538,1
231732,5943,1
303777,1082,1
284879,70924,1
316167,6411,1
241049,70640,1
247335,6346,1
266528,70640,1
253320,1296,1
247266,1936,1
313344,410,1
266023,3592,1
280274,64783,1
280604,64783,1
331001,5819,1
267093,5422,1
322340,5422,1
265581,38905,1
272844,69841,1
331484,5956,1
321457,5869,1
232902,5070,1
313545,5956,1
231738,6507,1
232714,39037,1
298211,509,1
280278,2841,1
295443,70761,1
322969,509,1
323072,5902,1
330562,5902,1
306330,70782,1
272692,5193,1
277712,2703,1
257420,70650,1
273722,3701,1
236053,529,1
227613,2777,1
284938,2787,1
243562,798,1
309885,38903,1
292833,1713,1
276752,6433,1
236534,3558,1
272847,70650,1
277817,1777,1
257462,3295,1
283916,1972,1
284941,3295,1
277929,70759,1
253315,39234,1
236085,68133,1
236535,38901,1
300596,70751,1
284537,3774,1
334766,2770,1
277390,3774,1
283503,38901,1
246949,2688,1
318749,70929,1
308386,4283,1
292453,70086,1
322813,414,1
246825,70013,1
236534,3209,1
228145,461,1
230565,6346,1
299809,70732,1
309541,5851,1
333925,69919,1
308299,4972,1
292379,386,1
291765,1321,1
236549,70973,1
323105,5942,1
280489,3856,1
309430,5898,1
292901,502,1
267161,1089,1
232619,70637,1
305552,444,1
292798,70636,1
238637,1081,1
331485,2394,1
305548,1866,1
276970,1081,1
284486,2703,1
238519,510,1
314408,70647,1
277395,5939,1
277705,5289,1
257460,510,1
341533,3350,1
303745,61180,1
325834,5612,1
304182,70762,1
264410,70734,1
331482,488,1
302413,6321,1
309655,39036,1
306473,425,1
323076,1281,1
313544,65986,1
280381,1281,1
272831,1829,1
277178,5571,1
321454,1829,1
313543,3682,1
270195,2787,1
292705,69587,1
313544,6331,1
231731,71111,1
331479,70929,1
280275,6340,1
334766,5636,1
326749,5851,1
340517,70930,1
272087,5703,1
299231,6428,1
334027,2985,1
334226,5313,1
265946,35934,1
284941,419,1
236001,70754,1
339326,1713,1
343282,5210,1
291607,5193,1
341729,6349,1
334023,70734,1
231666,70734,1
283441,69385,1
284538,69385,1
233258,705,1
277807,70775,1
266103,4347,1
232804,2841,1
305631,5535,1
322179,4347,1
339571,39283,1
252880,5289,1
272683,1321,1
270833,70932,1
321541,4393,1
292734,6453,1
326117,546,1
231690,6453,1
317289,5239,1
236386,5935,1
343169,1540,1
280278,70969,1
258797,529,1
345127,70788,1
283503,5008,1
266537,5833,1
322182,5313,1
304898,70788,1
331479,4393,1
343278,5498,1
343934,5446,1
321304,70971,1
236608,840,1
314469,435,1
334027,38906,1
292710,39032,1
339165,70098,1
277709,70098,1
343298,6348,1
232805,6348,1
303972,967,1
331584,65012,1
316692,2654,1
292381,5819,1
317688,70958,1
292379,967,1
231973,65012,1
266528,70958,1
333558,417,1
320477,70780,1
238636,70031,1
318746,5348,1
253306,71111,1
343159,2035,1
246810,1140,1
273173,1140,1
317360,5621,1
247077,3764,1
277704,5025,1
331478,5572,1
257432,70773,1
257429,386,1
257445,6470,1
232621,386,1
325745,6470,1
277034,5946,1
326791,2963,1
267161,70678,1
317289,70678,1
277820,5151,1
299810,39230,1
317288,5938,1
321565,5818,1
232713,5818,1
323074,5796,1
351375,5818,1
303744,1082,1
236011,386,1
266811,6428,1
368398,5898,1
351372,2339,1
292451,2339,1
293024,70031,1
331435,5345,1
364914,5345,1
331138,6470,1
284941,6363,1
326276,6363,1
317599,70918,1
283678,3370,1
349149,5938,1
303451,3207,1
334023,798,1
337974,70928,1
284942,70959,1
308296,70743,1
291053,39233,1
359235,5239,1
253300,6411,1
303441,5535,1
339661,439,1
272692,5551,1
375769,1069,1
266103,5551,1
283287,5636,1
258791,3806,1
271956,5988,1
380820,11405,1
380746,11405,1
321176,3592,1
325661,5395,1
247937,70924,1
341428,39282,1
313442,70098,1
353218,5805,1
375898,5008,1
365678,69841,1
283678,4340,1
253300,538,1
342832,39285,1
280489,4340,1
303742,538,1
352436,69919,1
309537,6416,1
295443,70097,1
258777,70751,1
313544,5552,1
341427,3701,1
381521,11405,1
306263,5552,1
323184,70924,1
351374,3295,1
349014,6507,1
343910,6509,1
325462,5956,1
265895,3295,1
359236,6507,1
364685,6509,1
277177,38905,1
308219,64783,1
247419,5733,1
341131,70761,1
375386,70968,1
317601,3209,1
335677,502,1
303745,3209,1
343159,70762,1
373693,502,1
280910,70972,1
306331,3350,1
267929,2703,1
266531,70972,1
303447,70788,1
325290,478,1
284040,5869,1
366318,70921,1
248580,38901,1
291200,2054,1
280276,527,1
380820,39284,1
246785,39234,1
266245,3209,1
280604,70920,1
277814,3856,1
347800,6471,1
314172,2611,1
323572,70732,1
303740,70784,1
322969,6505,1
317690,39233,1
304062,2654,1
318748,461,1
257426,2688,1
246808,70759,1
333555,70640,1
318749,70647,1
306475,68133,1
351377,5943,1
306257,6346,1
317285,2688,1
266024,505,1
283687,467,1
340308,417,1
308294,5609,1
277441,70734,1
303442,505,1
359062,5787,1
341533,466,1
360251,70734,1
318652,70969,1
350007,61180,1
306202,502,1
341228,2849,1
283289,1866,1
359223,70013,1
248276,1866,1
273311,1866,1
299212,70013,1
358576,39247,1
317598,39282,1
343529,5572,1
303814,70652,1
303441,2703,1
330650,5572,1
331139,39037,1
277390,5966,1
353413,70782,1
335677,997,1
293007,2787,1
321634,475,1
349026,997,1
317360,39036,1
380744,475,1
330650,5334,1
364683,422,1
351536,2045,1
292711,5876,1
290096,6349,1
253314,70780,1
272691,2985,1
283365,3350,1
380819,5851,1
283343,5966,1
351711,1829,1
265579,70638,1
341728,5902,1
283294,1081,1
362843,2394,1
284950,61180,1
291096,1713,1
343529,4347,1
384709,4347,1
325580,2985,1
338577,2841,1
370471,505,1
308305,70930,1
343163,1049,1
343300,70760,1
359896,2794,1
276886,5008,1
349009,5134,1
334140,529,1
283680,39033,1
326962,70774,1
303395,39283,1
277930,70754,1
363942,5748,1
375899,6321,1
337896,5748,1
276941,422,1
364913,2054,1
339497,6321,1
271509,70647,1
349023,5552,1
339079,4393,1
393434,5937,1
376154,1017,1
320885,419,1
321396,6331,1
306330,5298,1
341945,70955,1
349615,70955,1
341012,425,1
300437,4372,1
265144,39230,1
371534,5498,1
381145,70775,1
325566,5348,1
265866,70775,1
375389,70929,1
343298,5446,1
331590,5446,1
308225,5289,1
375916,70644,1
265867,69385,1
349613,2035,1
325894,69385,1
349150,70759,1
352252,5970,1
343275,5248,1
360072,5205,1
375778,5205,1
291273,5796,1
283283,1047,1
386491,71111,1
343754,2486,1
270345,6380,1
351238,5571,1
343272,705,1
349027,70098,1
283368,5833,1
343500,5298,1
383677,5086,1
341226,5946,1
392013,997,1
353413,4347,1
386746,5572,1
280279,5025,1
316167,70958,1
380899,5151,1
308385,70739,1
405466,464,1
339497,70652,1
270193,70652,1
392736,5635,1
334378,5025,1
317284,517,1
277183,967,1
292382,2392,1
334347,386,1
270422,38903,1
393198,5621,1
291273,643,1
341536,5955,1
404149,5519,1
360090,39034,1
325293,5239,1
365439,5239,1
271350,70786,1
313442,6475,1
308295,39233,1
292602,413,1
364688,2339,1
291097,3856,1
404149,70958,1
322976,65012,1
343170,5938,1
366522,3207,1
283503,3554,1
350673,70773,1
331001,70751,1
285197,70683,1
394256,3554,1
384624,69841,1
401843,5621,1
306285,70267,1
384672,5395,1
400605,70959,1
334140,5395,1
364686,39232,1
306552,2394,1
298211,5503,1
292794,39232,1
273007,5503,1
375389,798,1
375778,1638,1
380821,5008,1
412684,466,1
283766,3331,1
